"obs";"bio1";"bio2";"bio3";"bio4";"bio5";"bio6";"bio7";"bio8";"bio9";"bio10";"bio11";"bio12";"bio13";"bio14";"bio15";"bio16";"bio17";"bio18";"bio19"
0;-84;70;17;11422;110;-287;397;53;-236;53;-236;294;43;11;46;119;35;119;35
0;188;127;42;6472;330;31;299;267;193;267;101;1226;138;52;23;365;208;365;338
0;-124;70;16;13005;105;-329;434;36;-281;45;-281;215;40;7;61;105;23;95;23
0;102;136;37;7829;314;-46;360;6;198;204;3;259;37;8;39;100;32;35;88
0;208;131;41;6516;358;42;316;246;136;287;119;691;94;30;36;227;115;177;119
0;-146;84;16;15668;129;-393;522;51;-336;55;-336;175;33;4;69;91;14;80;14
0;-100;90;19;13008;139;-328;467;61;-263;64;-263;285;48;9;55;127;28;115;28
0;-139;87;16;15863;140;-393;533;60;-333;63;-333;210;37;5;65;106;18;92;18
0;-56;83;19;11529;152;-269;421;80;-89;84;-207;495;66;24;35;188;76;177;92
0;-13;119;23;13728;231;-279;510;149;-89;149;-199;395;66;18;49;177;57;177;62
0;-111;66;16;11744;96;-304;400;34;-257;39;-257;288;47;8;52;126;27;109;27
0;208;135;41;6749;359;34;325;249;125;288;115;549;75;22;43;196;72;160;74
0;95;111;30;8982;281;-81;362;186;-25;207;-25;942;102;52;20;293;175;285;175
0;-144;68;15;13253;93;-353;446;23;-302;31;-302;232;47;5;64;112;19;95;19
0;-44;95;20;12368;176;-282;458;99;-195;110;-211;906;117;45;30;326;153;312;160
0;24;85;23;9505;209;-159;368;-13;-54;145;-100;1108;111;73;10;308;255;284;277
0;226;140;43;6432;379;60;319;271;156;303;138;448;93;11;62;196;46;147;49
0;-53;84;20;11473;153;-265;418;82;-157;86;-203;464;63;22;36;176;71;166;87
0;58;108;25;10863;267;-158;425;192;-75;192;-90;974;98;61;13;275;200;275;221
0;-105;97;19;14546;153;-333;486;84;-216;84;-282;162;30;5;57;76;19;76;25
0;145;133;38;7833;316;-30;346;144;203;243;41;1412;159;87;17;411;278;308;379
0;174;164;44;7445;353;-12;365;257;96;269;77;314;62;7;65;151;28;131;33
0;164;178;50;6397;348;-8;356;234;160;243;82;440;114;6;84;249;35;230;74
0;89;144;32;10415;305;-136;441;197;-50;220;-50;643;101;11;57;280;45;263;45
0;136;101;54;3263;234;47;187;100;174;178;95;994;208;2;90;539;13;17;531
0;-21;112;22;13091;216;-285;501;137;-187;137;-199;609;90;25;43;240;81;240;89
0;13;174;40;8929;247;-186;433;104;-48;127;-103;324;38;20;19;100;65;91;71
0;104;178;44;7858;312;-84;396;197;21;206;3;334;62;14;56;158;46;143;49
0;-150;74;15;14840;112;-380;492;37;-328;44;-328;205;42;4;69;108;13;92;13
0;125;164;46;6901;314;-39;353;213;152;217;42;603;90;10;45;213;49;173;181
0;-24;114;21;14149;224;-298;522;146;-111;146;-216;373;61;15;44;155;48;155;57
0;-70;82;16;14669;177;-319;496;97;-187;113;-260;250;42;9;47;104;34;94;41
0;-99;118;21;15317;189;-355;544;100;-205;100;-285;264;47;9;60;134;30;134;36
0;-11;115;22;13059;227;-275;502;148;-174;148;-189;700;92;30;36;260;100;260;105
0;102;163;41;8030;320;-73;393;18;135;210;4;296;33;10;22;89;55;68;79
0;26;104;30;7778;201;-140;341;-22;24;123;-75;602;71;24;29;206;89;149;174
0;97;105;25;10528;293;-111;404;226;-47;226;-47;890;109;28;36;317;111;317;111
0;160;163;49;5875;347;18;329;98;236;240;91;475;91;3;79;244;15;26;240
0;-26;99;28;8454;158;-192;350;-79;18;83;-133;666;85;29;31;234;98;141;198
0;24;121;24;12905;257;-243;500;179;-155;179;-155;551;94;13;61;256;46;256;46
0;193;123;36;7518;358;21;337;232;93;286;93;821;111;45;26;266;169;174;169
0;-40;119;23;12877;195;-303;498;114;-103;114;-214;477;72;19;35;182;74;182;102
0;-25;102;20;13698;213;-287;500;129;-191;142;-212;634;94;21;46;261;78;258;81
0;74;158;38;8600;294;-118;412;140;114;186;-37;375;43;13;27;125;62;95;85
0;-97;86;16;15086;165;-346;511;82;-223;96;-284;276;45;12;44;116;38;106;45
0;167;168;45;7594;350;-18;368;254;163;264;70;232;48;5;72;127;19;110;35
0;-83;90;17;15283;181;-341;522;96;-205;111;-276;272;43;11;44;111;37;102;46
0;-74;72;17;11788;123;-290;413;65;-234;65;-234;336;52;11;50;143;34;143;34
0;-61;123;26;12117;167;-295;462;89;-127;89;-219;474;88;21;52;217;65;217;72
0;-65;107;19;15301;213;-325;538;36;-72;132;-257;333;42;18;32;114;54;110;65
0;-95;124;24;14321;183;-331;514;95;-194;95;-266;286;52;9;64;145;33;145;40
0;-120;72;16;13163;111;-328;439;41;-278;51;-278;223;41;8;57;106;26;97;26
0;159;175;45;7662;345;-39;384;245;78;256;59;349;63;9;65;171;31;151;32
0;83;115;29;9666;283;-104;387;194;-33;203;-47;870;96;37;25;266;141;263;144
0;-55;112;22;13070;185;-305;490;106;-127;106;-226;497;79;24;39;202;79;202;92
0;-57;101;19;14548;199;-322;521;110;-230;124;-248;462;80;16;52;205;53;199;56
0;153;113;31;8668;329;-28;357;155;214;261;36;1256;129;64;18;380;251;270;321
0;98;116;29;9967;292;-105;397;199;-39;219;-39;965;106;40;27;311;150;300;150
0;216;154;59;4008;348;89;259;169;209;273;169;95;20;0;78;43;0;35;43
0;182;172;55;4743;335;26;309;233;176;239;120;787;217;8;105;529;39;481;101
0;-70;99;19;14401;187;-329;516;99;-244;108;-259;449;68;16;46;187;53;182;55
0;142;131;40;7014;298;-23;321;63;148;230;48;1593;174;106;13;469;345;377;436
0;45;123;25;12203;272;-206;478;193;-123;193;-123;678;107;15;52;287;57;287;57
0;36;61;28;5545;151;-62;213;40;90;109;-31;1455;199;68;34;537;234;281;375
0;-73;97;18;15114;189;-343;532;100;-256;115;-271;357;57;11;51;155;43;154;45
0;-100;92;17;15378;171;-362;533;87;-288;95;-293;328;55;9;55;151;32;137;34
0;74;115;31;8960;260;-108;368;165;-35;185;-46;1075;106;68;14;311;217;303;220
0;-62;106;21;13807;189;-306;495;110;-145;110;-239;461;76;21;45;199;69;199;73
0;-3;110;22;13077;233;-263;496;155;-159;155;-183;660;93;23;45;273;85;273;87
0;20;110;26;10451;217;-201;418;105;-58;144;-123;981;110;57;20;304;178;267;223
0;-106;82;16;14460;150;-334;484;72;-277;81;-278;249;42;10;51;111;33;95;35
0;69;86;37;4966;203;-25;228;16;136;136;12;1724;268;49;55;760;163;163;690
0;-101;77;16;14775;165;-316;481;80;-227;95;-271;181;34;6;52;80;22;75;28
0;-54;104;22;13480;185;-286;471;95;-51;117;-225;435;86;18;59;210;57;201;69
0;-35;104;20;14117;212;-300;512;124;-203;137;-227;512;78;16;49;215;57;214;62
0;-52;89;24;10168;152;-218;370;67;-64;85;-170;531;88;20;52;241;70;234;87
0;-58;87;19;12324;163;-285;448;87;-165;93;-220;589;75;30;32;215;95;206;110
0;-108;109;20;15532;183;-361;544;98;-281;98;-291;251;47;10;59;122;32;122;33
0;-76;90;17;15192;186;-334;520;100;-199;116;-269;256;43;10;45;107;35;96;44
0;59;83;32;5949;205;-53;258;-8;137;137;-13;1326;196;50;47;549;164;164;486
0;49;101;24;10915;251;-169;420;181;-86;181;-101;949;95;61;14;275;192;275;212
0;52;151;44;6477;254;-86;340;-17;138;138;-24;486;67;14;39;185;54;54;172
0;-78;121;23;14492;196;-323;519;107;-161;107;-259;227;49;6;75;128;24;128;29
0;-29;102;22;12389;184;-279;463;109;-134;114;-199;634;87;19;44;242;74;217;89
0;80;103;25;10170;279;-120;399;198;-57;206;-57;814;97;28;33;281;110;279;110
0;90;148;37;8413;298;-93;391;193;128;201;-16;335;42;10;32;113;45;90;82
0;5;115;23;12979;240;-252;492;160;-171;160;-171;423;67;16;49;184;57;184;57
0;-55;94;18;14010;188;-313;501;109;-228;116;-242;460;68;14;49;196;50;187;55
0;-43;96;19;13895;198;-303;501;118;-213;127;-230;525;79;17;49;223;60;215;64
0;39;106;27;9830;232;-157;389;119;-37;159;-92;816;94;43;20;256;147;230;169
0;11;113;29;9404;201;-182;383;125;-45;125;-115;593;80;25;35;228;95;228;125
0;-50;100;19;14836;206;-318;524;116;-158;133;-246;305;43;13;41;120;39;114;51
0;247;115;47;4980;360;119;241;309;260;309;183;201;63;1;112;143;4;143;31
0;-121;66;16;11668;83;-309;392;-19;-265;29;-265;266;41;7;52;116;24;94;24
0;-57;104;20;14247;198;-301;499;119;-215;119;-240;434;77;17;50;198;62;198;62
0;-128;76;16;13662;119;-348;467;43;-293;50;-293;215;43;3;73;112;12;96;12
0;214;130;40;6776;362;44;318;264;129;295;122;482;83;15;52;185;49;148;56
0;148;152;36;9351;355;-64;419;243;25;266;25;622;95;14;48;247;58;225;58
0;-45;101;19;14154;204;-307;511;117;-215;128;-236;481;71;16;47;202;54;197;59
0;-42;94;20;12618;176;-287;463;104;-198;114;-213;856;118;35;40;341;126;324;127
0;202;164;53;5614;352;48;304;273;219;273;131;256;61;1;87;149;6;149;65
0;172;173;50;6504;334;-12;346;242;102;251;85;382;70;8;67;183;30;162;35
0;-68;91;17;15008;190;-324;514;100;-178;119;-263;293;45;13;41;116;43;114;49
0;36;133;28;11238;266;-199;465;174;-27;174;-114;341;63;14;51;148;45;148;51
0;-29;99;19;13641;208;-290;498;127;-196;138;-213;588;88;20;46;244;70;240;74
0;-13;110;22;13476;217;-283;500;148;-173;148;-199;433;79;15;54;199;52;199;55
0;19;76;29;6444;156;-98;254;71;-33;105;-57;1013;118;64;20;331;201;243;248
0;-71;104;21;13632;179;-310;489;100;-155;100;-244;462;78;21;46;203;70;203;73
0;169;149;37;8671;363;-34;397;217;54;279;54;634;97;22;45;229;74;190;74
0;59;120;25;11927;283;-182;465;204;-104;204;-104;559;86;17;52;246;52;246;52
0;-31;102;20;13978;213;-295;508;127;-198;140;-221;543;82;17;48;227;62;226;66
0;65;157;34;10250;304;-153;457;170;-71;195;-71;324;60;9;60;154;36;129;36
0;77;170;41;8036;286;-120;406;174;-27;181;-27;368;65;19;46;159;62;143;62
0;146;182;62;3944;286;-4;290;190;139;194;96;908;237;13;93;561;54;519;99
0;-41;97;20;12546;177;-287;464;102;-138;113;-212;921;127;39;39;359;138;348;142
0;-69;94;17;15124;186;-342;528;103;-254;117;-268;323;48;14;43;131;45;128;49
0;-22;106;27;9856;175;-217;392;100;-80;100;-151;528;77;21;34;201;82;201;117
0;-10;106;22;12508;210;-267;477;130;-105;142;-182;908;109;43;27;319;159;309;189
0;-48;94;20;12371;172;-284;456;96;-199;106;-214;859;110;43;30;307;147;295;153
0;-98;67;16;11692;106;-299;405;45;-248;47;-248;335;55;13;46;139;42;124;42
0;-111;54;15;10317;64;-283;347;15;-244;17;-244;492;74;18;44;202;65;174;65
0;-97;110;22;13107;156;-324;480;73;-186;73;-257;452;74;23;42;189;74;189;77
0;-40;112;22;13935;208;-297;505;127;-126;127;-226;402;62;20;41;168;63;168;66
0;-85;115;22;14454;189;-322;511;105;-183;105;-260;305;58;10;61;150;36;150;45
0;88;116;30;9482;283;-98;381;185;-39;206;-39;877;92;45;20;269;159;266;159
0;-70;74;17;11858;129;-288;417;69;-228;70;-228;477;70;20;42;189;65;173;65
0;228;183;49;7098;423;51;372;289;255;319;139;54;10;0;64;23;2;13;20
0;-36;107;31;8025;144;-191;335;61;-46;68;-136;572;68;22;28;191;88;177;142
0;19;76;29;6813;158;-104;262;73;-34;109;-63;763;96;45;26;269;139;207;164
0;-45;96;19;13875;195;-305;500;115;-215;125;-232;521;78;17;48;220;60;213;64
0;-91;88;16;15346;170;-355;525;90;-279;101;-287;272;43;11;48;115;34;111;37
0;243;168;58;4910;374;87;287;304;258;304;181;360;112;2;111;256;8;256;47
0;41;137;37;7743;254;-114;368;-50;136;142;-56;636;75;33;25;215;114;136;203
0;70;77;32;5597;207;-31;238;9;144;144;4;1356;201;49;47;565;162;162;502
0;139;163;46;6636;333;-15;348;69;226;226;59;439;77;2;75;220;20;20;216
0;-118;113;21;14825;156;-361;517;77;-140;77;-298;343;74;12;60;161;51;161;53
0;116;99;29;8482;287;-50;337;218;5;223;5;1170;114;84;10;321;269;311;269
0;124;151;35;9772;341;-90;431;224;-4;249;-4;563;88;11;56;249;42;237;42
0;-20;105;20;13553;218;-283;501;132;-185;145;-205;655;96;22;45;266;82;264;84
0;13;102;26;10169;208;-173;381;137;-121;137;-121;507;87;23;48;221;77;221;77
0;-92;92;17;15251;185;-328;513;89;-210;109;-274;233;38;10;43;93;33;92;40
0;168;137;42;6969;325;1;324;91;219;255;75;1351;154;72;21;415;251;328;392
0;-107;88;16;15093;157;-362;519;79;-294;81;-297;316;49;9;52;138;32;124;34
0;-7;112;22;13219;231;-268;499;154;-165;154;-188;713;100;25;42;284;94;284;95
0;45;174;42;7894;257;-151;408;142;80;147;-55;533;59;28;19;168;112;144;117
0;171;200;51;7013;379;-7;386;250;168;261;83;267;65;4;83;157;15;130;50
0;130;128;36;8065;301;-50;351;211;189;230;21;1289;126;80;12;359;283;334;312
0;-37;98;21;12443;182;-282;464;106;-190;117;-206;895;124;39;38;347;137;334;141
0;-102;82;16;14611;154;-337;491;74;-229;86;-280;274;46;12;48;118;39;102;43
0;-7;92;30;7690;161;-145;306;50;-23;96;-97;695;91;33;30;252;116;201;156
0;-3;110;23;11726;220;-242;462;141;-87;141;-164;998;125;53;27;341;168;341;192
0;181;162;59;4328;327;53;274;129;186;241;129;178;30;1;61;75;5;60;75
0;-32;126;26;11924;199;-277;476;112;-92;112;-194;285;51;8;49;121;36;121;55
0;171;136;48;5292;305;22;283;222;146;232;97;321;56;6;64;159;28;137;39
0;57;120;25;11671;277;-185;462;198;-104;198;-104;753;112;19;51;315;68;315;68
0;18;107;24;10814;219;-211;430;104;-61;147;-130;791;92;36;27;257;124;250;148
0;-120;88;18;13562;132;-348;480;50;-285;56;-285;262;47;7;61;123;23;110;23
0;157;139;37;8121;339;-31;370;155;49;258;49;1049;134;51;22;322;196;264;196
0;61;101;25;10387;259;-143;402;140;-68;188;-80;876;85;58;12;242;185;226;205
0;58;89;26;8588;222;-114;336;-26;163;163;-57;1270;137;92;14;392;283;283;364
0;-73;65;18;9768;100;-251;351;44;-107;45;-202;509;70;23;36;199;78;178;89
0;-16;116;22;13957;228;-290;518;151;-99;151;-207;380;65;14;48;165;46;165;57
0;-2;125;24;13222;237;-264;501;153;-76;153;-183;408;64;17;48;183;56;183;65
0;-78;102;19;15282;200;-319;519;118;-186;118;-267;332;53;14;50;144;45;144;47
0;37;105;27;9797;226;-160;386;118;-39;156;-94;823;94;44;20;258;147;232;174
0;97;182;41;8928;337;-106;443;88;-17;214;-17;225;26;13;23;72;40;54;40
0;142;141;39;7967;318;-41;359;141;200;242;35;1386;150;87;17;413;272;305;362
0;-90;118;22;14904;191;-343;534;101;-185;101;-275;302;54;11;57;148;35;148;45
0;-65;94;17;15515;206;-319;525;130;-169;130;-264;310;47;12;48;133;39;133;45
0;-87;88;16;15324;173;-352;525;93;-275;104;-283;276;43;11;45;115;35;111;38
0;182;190;59;4547;332;11;321;224;164;233;118;384;92;3;99;248;14;220;19
0;53;107;27;9862;251;-144;395;-47;-22;176;-80;1101;112;80;10;316;244;268;287
0;113;127;35;8132;290;-65;355;207;4;215;4;1056;104;69;14;302;211;297;211
0;106;126;29;10424;314;-110;424;213;-34;236;-34;739;110;16;53;301;57;289;57
0;-140;109;21;14341;139;-369;508;54;-173;54;-308;253;53;9;65;133;33;133;36
0;-99;86;17;15149;170;-333;503;81;-221;98;-281;191;35;7;57;88;23;86;29
0;10;118;24;11754;236;-240;476;142;-74;152;-151;797;92;34;30;265;118;263;141
0;-8;105;20;13732;231;-279;510;157;-172;157;-198;550;79;18;47;229;68;229;70
0;-67;83;16;14659;179;-316;495;100;-184;116;-257;236;40;8;48;99;31;89;38
0;-57;82;18;12338;147;-290;437;85;-221;87;-222;594;86;23;44;242;75;216;86
0;11;126;25;12051;241;-245;486;156;-155;156;-155;736;101;28;42;287;99;287;99
0;-22;111;21;13740;220;-288;508;145;-182;145;-209;516;82;20;48;221;66;221;70
0;33;108;31;7813;212;-126;338;132;-11;132;-68;480;52;25;21;142;85;142;131
0;25;84;29;6871;181;-101;282;-20;58;115;-61;1065;149;47;39;403;154;190;346
0;50;124;29;10199;259;-165;424;3;-75;178;-88;1042;115;72;13;300;220;273;244
0;202;146;51;5093;334;49;285;250;148;260;133;267;50;4;65;134;23;123;33
0;48;131;27;11861;284;-190;474;169;-113;194;-113;413;83;9;67;199;31;192;31
0;92;104;27;9671;286;-90;376;213;-24;213;-37;791;87;42;21;243;144;243;147
0;81;126;33;8929;273;-103;376;171;-39;191;-39;1129;122;65;17;343;220;343;220
0;-45;97;19;13710;194;-303;497;115;-216;122;-229;484;74;15;50;207;53;200;58
0;1;115;25;11403;210;-246;456;128;-82;137;-155;827;97;41;26;265;138;263;153
0;253;144;52;5294;379;104;275;320;236;320;185;207;53;0;104;144;3;144;34
0;64;154;38;8527;281;-121;402;151;-44;176;-44;355;66;10;62;170;36;143;36
0;96;169;40;8682;318;-103;421;161;137;208;-16;324;42;12;28;110;51;88;75
0;27;120;31;8669;217;-168;385;-80;27;133;-89;877;92;40;19;264;157;229;253
0;144;134;39;7587;312;-29;341;222;97;240;44;1199;117;84;10;328;271;321;287
0;-108;105;21;14155;161;-335;496;78;-211;78;-278;387;65;19;47;172;61;172;63
0;-3;105;20;13629;236;-276;512;161;-91;161;-191;508;71;19;46;208;65;208;70
0;36;131;26;12559;278;-213;491;189;-135;189;-135;439;78;11;61;203;39;203;39
0;-7;121;24;12761;231;-273;504;148;-165;148;-181;746;94;29;36;274;103;274;113
0;116;166;38;9352;340;-92;432;213;-1;239;-1;450;80;9;64;222;31;194;31
0;0;107;23;11579;219;-233;452;129;-85;143;-159;1047;126;57;25;347;181;345;206
0;33;123;26;11696;264;-200;464;154;-103;178;-123;367;66;13;55;167;48;159;48
0;-52;122;26;12104;176;-290;466;98;-119;98;-210;236;45;7;59;118;29;118;38
0;62;129;28;10947;280;-168;448;182;-89;195;-89;831;107;23;44;316;84;309;84
0;-149;79;15;15306;118;-391;509;44;-336;46;-336;239;43;5;63;117;20;101;20
0;43;106;25;10702;246;-171;417;125;-37;174;-102;954;102;59;16;284;185;261;213
0;65;91;26;9271;246;-104;350;-26;-11;180;-56;991;104;64;14;292;206;243;271
0;-159;77;15;15365;110;-399;509;36;-344;40;-344;195;40;5;66;100;15;87;15
0;180;133;42;6651;330;16;314;262;138;262;91;1249;149;60;26;434;220;434;284
0;59;148;34;9367;291;-135;426;101;-59;183;-59;273;48;10;49;120;32;79;32
0;8;121;24;12454;240;-252;492;158;-163;158;-163;757;106;30;40;281;101;281;101
0;40;136;29;11245;278;-187;465;156;-26;179;-111;349;63;13;51;157;48;148;53
0;7;111;33;7626;183;-153;336;-85;0;103;-91;989;104;55;15;291;197;259;282
0;3;66;28;5862;135;-93;228;5;60;83;-62;1237;166;60;32;441;195;233;342
0;-47;110;21;14154;208;-310;518;127;-213;127;-237;506;81;18;46;212;62;212;64
0;-141;73;14;15013;118;-370;488;48;-320;54;-320;133;28;3;68;70;10;64;10
0;227;153;42;7607;410;53;357;322;258;324;133;143;30;1;63;64;8;51;39
0;-94;68;16;11579;105;-297;402;46;-245;48;-245;356;57;15;44;146;48;134;48
0;-98;64;15;11727;108;-295;403;45;-248;48;-248;324;51;13;41;124;43;105;43
0;174;129;36;7922;349;-7;356;216;273;273;68;1073;139;51;25;343;213;213;223
0;151;132;38;7767;320;-25;345;151;207;248;47;1422;163;87;18;415;275;308;390
0;90;140;32;10301;313;-122;435;196;-44;222;-44;565;89;11;60;262;39;239;39
0;98;160;36;9666;323;-111;434;198;-25;224;-25;457;83;9;68;234;29;202;29
0;34;124;25;12639;272;-215;487;187;-139;187;-139;497;85;11;58;225;42;225;42
0;106;112;29;9789;295;-90;385;206;-27;226;-27;954;110;46;25;310;156;302;156
0;62;148;38;8041;268;-116;384;97;-38;169;-38;307;54;9;54;137;30;103;30
0;29;115;33;7854;220;-125;345;-64;-17;129;-72;366;44;21;22;118;72;97;108
0;32;127;25;12678;271;-219;490;185;-142;185;-142;475;83;10;61;221;39;221;39
0;-59;84;18;12600;155;-294;449;88;-169;93;-227;638;88;29;38;248;94;233;102
0;-53;120;23;14722;218;-302;520;134;-140;134;-238;304;57;9;63;152;31;152;43
0;-96;101;21;12799;148;-317;465;69;-253;69;-253;503;82;25;44;215;82;215;82
0;154;179;56;4758;307;-8;315;202;124;211;91;508;132;7;108;359;23;305;38
0;-56;88;19;12805;167;-295;462;94;-166;99;-226;628;82;32;34;234;99;222;110
0;-53;120;23;14610;216;-303;519;133;-137;133;-236;337;64;11;63;168;35;168;46
0;180;149;41;7335;351;-7;358;223;93;270;80;649;92;28;38;221;93;185;95
0;18;165;43;7351;218;-162;380;109;48;114;-72;716;78;33;20;219;132;187;178
0;30;148;38;8126;245;-144;389;111;-71;137;-71;387;62;15;43;155;54;137;54
0;-124;81;17;13360;121;-342;463;44;-285;50;-285;218;44;5;66;109;16;94;16
0;-43;92;20;12214;159;-283;442;96;-208;96;-208;586;80;20;46;235;66;235;66
0;-60;98;18;15542;208;-331;539;115;-176;135;-262;262;41;11;42;104;38;98;47
0;-10;116;22;13521;229;-277;506;153;-168;153;-194;500;81;17;52;222;61;222;64
0;-1;99;31;7393;168;-151;319;-89;-9;94;-94;970;107;54;17;295;195;241;287
0;-70;121;22;15244;210;-330;540;124;-165;124;-263;211;39;6;62;106;21;106;29
0;22;109;32;7627;191;-140;331;-68;18;117;-79;520;61;23;28;178;81;129;157
0;-47;98;18;14692;205;-321;526;120;-223;134;-243;446;71;15;48;188;53;184;59
0;-110;86;16;15428;157;-367;524;77;-299;86;-302;248;41;7;57;116;25;108;27
0;-67;102;20;14485;195;-313;508;115;-157;115;-252;425;67;18;46;185;61;185;64
0;3;107;31;7711;193;-152;345;-85;99;102;-93;749;86;45;22;246;147;168;231
0;32;121;24;12770;266;-219;485;186;-143;186;-143;487;79;13;58;220;44;220;44
0;213;139;43;6563;366;44;322;259;131;293;125;445;98;10;68;203;32;145;36
0;45;156;41;7476;264;-115;379;80;-1;144;-48;435;53;28;23;139;90;114;106
0;94;158;35;9889;321;-118;439;196;-33;222;-33;475;84;10;66;238;32;204;32
0;76;162;39;8513;296;-119;415;142;115;187;-33;402;45;16;24;130;72;103;88
0;-138;70;14;14015;113;-354;467;39;-305;48;-305;192;43;2;78;108;7;90;7
0;-97;90;17;15392;170;-359;529;87;-285;97;-292;273;44;8;55;124;29;118;31
0;67;157;35;9537;300;-139;439;115;-56;191;-56;392;68;15;51;175;49;129;49
0;23;148;40;7285;234;-133;367;-58;115;118;-69;622;76;23;30;218;90;110;206
0;18;137;31;10079;225;-205;430;139;-39;139;-118;577;107;20;65;296;69;296;74
0;201;155;46;6501;357;22;335;267;131;277;112;238;42;6;62;114;21;108;26
0;-112;91;17;15537;161;-373;534;80;-304;83;-306;303;47;8;54;137;30;122;31
0;54;98;26;9548;245;-123;368;-42;-23;171;-72;977;98;67;13;276;205;246;252
0;-81;111;21;14121;186;-328;514;103;-173;103;-256;330;51;16;39;130;52;130;61
0;-55;88;19;12267;166;-283;449;89;-157;97;-217;635;82;34;35;238;102;227;111
0;-87;102;20;14633;187;-319;506;109;-250;109;-256;280;49;11;53;126;34;126;38
0;-131;52;14;10798;56;-303;359;-38;-266;7;-266;442;63;14;43;173;52;129;52
0;5;104;30;8145;190;-156;346;-94;3;108;-101;748;82;40;19;230;135;204;216
0;-21;111;23;12044;199;-268;467;116;-110;128;-186;933;126;46;32;343;150;332;169
0;-56;105;25;10891;155;-249;404;87;-172;87;-189;473;96;19;66;243;60;243;62
0;132;164;42;8081;323;-65;388;236;27;236;27;460;75;12;58;210;41;210;41
0;-60;80;18;12274;142;-291;433;82;-224;83;-224;560;82;21;45;229;69;204;69
0;-61;96;18;15270;202;-327;529;110;-175;129;-261;276;42;11;39;109;40;104;49
0;-45;101;19;14823;205;-323;528;136;-146;136;-244;363;55;15;42;147;52;147;56
0;-76;122;24;12909;172;-318;490;87;-151;87;-240;443;71;23;38;175;72;175;81
0;177;161;49;5940;333;7;326;236;145;248;97;339;77;5;92;212;21;189;28
0;126;139;38;8197;304;-60;364;209;134;228;16;1209;130;75;14;350;264;335;283
0;190;125;40;6558;335;30;305;114;239;270;101;1502;167;100;14;431;331;369;419
0;121;151;34;9819;339;-94;433;222;-7;247;-7;561;90;11;56;249;41;238;41
0;-77;103;21;13673;175;-313;488;96;-163;96;-250;460;78;21;47;204;70;204;72
0;-5;93;32;6839;152;-132;284;-50;-16;85;-88;941;123;43;30;321;148;216;261
0;126;181;57;4747;280;-35;315;178;94;185;65;550;146;9;103;370;30;323;54
0;-27;115;25;12141;200;-252;452;121;-96;121;-186;476;85;19;50;212;63;212;80
0;-118;85;17;13553;131;-344;475;52;-283;57;-283;231;44;5;65;114;17;100;17
0;-53;95;18;14003;190;-311;501;110;-224;119;-240;488;72;15;49;207;54;199;58
0;156;128;35;7952;331;-26;357;155;49;255;49;1310;172;64;24;415;244;296;244
0;129;130;37;7840;297;-46;343;128;187;226;23;1413;147;86;14;390;287;350;370
0;25;113;26;10733;235;-194;429;146;-55;158;-120;1019;106;63;16;306;204;300;224
0;42;89;35;5683;184;-66;250;4;116;116;-28;1045;142;47;43;417;149;149;360
0;-84;93;17;15212;180;-350;530;93;-269;106;-280;329;53;10;51;146;38;141;40
0;36;87;23;9489;219;-148;367;-1;-42;156;-88;1146;116;79;10;330;259;281;293
0;-108;82;18;12538;119;-323;442;47;-266;50;-266;285;47;10;51;123;32;109;32
0;188;151;43;7292;351;1;350;238;109;278;90;371;70;11;58;162;37;115;40
0;120;134;37;8224;298;-59;357;203;129;223;10;1175;131;78;14;350;259;341;262
0;121;121;29;9820;317;-87;404;221;-14;242;-14;988;122;36;34;336;121;305;121
0;106;155;40;8047;318;-69;387;23;53;213;7;164;18;9;20;48;32;43;42
0;207;134;37;8040;397;43;354;123;241;312;108;147;22;2;44;50;12;38;47
0;-122;91;18;13430;130;-350;480;46;-286;52;-286;291;50;9;53;130;31;117;31
0;163;177;50;6688;341;-12;353;237;162;246;75;283;64;4;93;181;17;147;27
0;104;123;33;8790;288;-79;367;193;-15;213;-15;963;108;57;19;303;186;296;186
0;-57;87;19;12256;163;-284;447;87;-163;93;-219;582;75;30;33;215;93;205;107
0;81;153;46;6260;279;-53;332;8;164;164;8;1131;209;5;76;560;37;37;560
0;8;111;32;7887;187;-156;343;107;4;107;-94;869;89;45;17;245;167;245;238
0;-32;107;23;13108;200;-263;463;111;-107;132;-201;457;87;18;56;218;57;200;73
0;156;117;32;8572;333;-25;358;157;262;262;40;1233;132;79;19;385;246;246;302
0;-118;97;19;14561;145;-359;504;54;-153;74;-296;214;50;7;67;106;28;103;30
0;70;134;29;11277;305;-156;461;185;-59;212;-80;448;79;9;62;211;34;182;34
0;-36;102;29;8376;149;-201;350;-89;7;73;-140;764;96;36;29;265;119;166;223
0;-37;115;28;9952;168;-236;404;87;-96;87;-166;477;77;14;42;193;63;193;107
0;14;99;24;10159;213;-188;401;130;-65;141;-123;1043;101;65;13;299;212;293;240
0;-39;99;30;8077;131;-199;330;24;-52;66;-139;1138;128;65;21;366;219;304;262
0;-111;92;17;15654;165;-374;539;82;-304;86;-306;292;47;8;56;136;28;121;29
0;39;113;26;10513;245;-174;419;158;-40;169;-103;978;102;62;16;289;192;286;217
0;-30;100;21;12481;188;-278;466;111;-125;122;-201;897;122;40;37;343;135;334;147
0;-47;97;20;13670;197;-265;462;128;-130;128;-216;340;79;12;73;184;38;184;46
0;51;125;28;10764;265;-173;438;169;-97;181;-97;802;104;24;41;294;89;287;89
